#Utama, Raditya, and Jorge Piekarewicz. "Refining mass formulas for astrophysical applications: A Bayesian neural network approach." Physical Review C 96.4 (2017): 044308.
#DZ10
#   BNN-Refined Duflo-Zuker Model (6931 nuclei)                     
#   -------------------------------------------                     
#    Z    N         B(MeV)              S1p(MeV)            S2p(MeV)
   41   33    551.410 0.133D+01    -4.580 0.252D-01    -5.416 0.461D-01
   42   33    548.907 0.155D+01    -2.502 0.304D-01    -7.082 0.551D-01
   43   33    543.529 0.184D+01    -5.379 0.364D-01    -7.881 0.663D-01
   44   33    540.139 0.218D+01    -3.391 0.420D-01    -8.770 0.778D-01
   46   33    529.088 0.293D+01     0.000 0.000D+00   -11.052 0.974D-01
   48   33    516.584 0.399D+01     0.000 0.000D+00   -12.504 0.154D+00
   20   34    444.525 0.880D+00    18.091 0.842D-01    34.664 0.178D+00
   21   34    457.722 0.736D+00    13.198 0.407D-01    31.289 0.102D+00
   22   34    473.834 0.674D+00    16.111 0.268D-01    29.310 0.595D-01
   23   34    486.282 0.559D+00    12.446 0.217D-01    28.558 0.427D-01
   24   34    501.169 0.484D+00    14.886 0.153D-01    27.332 0.339D-01
   25   34    511.831 0.419D+00    10.661 0.138D-01    25.547 0.260D-01
   26   34    524.866 0.396D+00    13.034 0.144D-01    23.696 0.271D-01
   27   34    533.943 0.432D+00     9.078 0.137D-01    22.112 0.273D-01
   28   34    545.135 0.486D+00    11.193 0.126D-01    20.270 0.252D-01
   29   34    550.971 0.508D+00     5.836 0.109D-01    17.028 0.223D-01
   30   34    558.686 0.470D+00     7.715 0.954D-02    13.551 0.188D-01
   31   34    562.715 0.390D+00     4.029 0.112D-01    11.745 0.191D-01
   32   34    568.770 0.345D+00     6.054 0.136D-01    10.084 0.240D-01
   33   34    571.332 0.377D+00     2.561 0.131D-01     8.616 0.263D-01
   34   34    576.019 0.419D+00     4.687 0.110D-01     7.249 0.231D-01
   35   34    575.853 0.436D+00    -0.165 0.123D-01     4.522 0.216D-01
   36   34    577.841 0.475D+00     1.988 0.166D-01     1.823 0.281D-01
   37   34    576.504 0.578D+00    -1.336 0.197D-01     0.652 0.359D-01
   38   34    577.314 0.727D+00     0.810 0.208D-01    -0.526 0.401D-01
   39   34    574.855 0.890D+00    -2.458 0.209D-01    -1.648 0.412D-01
   40   34    574.677 0.106D+01    -0.177 0.215D-01    -2.635 0.417D-01
   41   34    570.519 0.123D+01    -4.158 0.239D-01    -4.335 0.446D-01
   42   34    568.702 0.144D+01    -1.816 0.286D-01    -5.974 0.519D-01
   43   34    563.707 0.172D+01    -4.996 0.349D-01    -6.812 0.631D-01
   44   34    561.034 0.206D+01    -2.674 0.417D-01    -7.670 0.760D-01
   45   34    554.889 0.241D+01    -6.146 0.463D-01    -8.819 0.870D-01
   46   34    551.071 0.278D+01    -3.818 0.517D-01    -9.964 0.957D-01
   48   34    539.608 0.372D+01     0.000 0.000D+00   -11.462 0.151D+00
   20   35    446.500 0.824D+00    18.725 0.931D-01    36.556 0.183D+00
   21   35    460.643 0.686D+00    14.144 0.400D-01    32.870 0.113D+00
   22   35    477.013 0.631D+00    16.370 0.249D-01    30.514 0.559D-01
   23   35    490.483 0.526D+00    13.469 0.195D-01    29.838 0.381D-01
   24   35    505.750 0.447D+00    15.266 0.145D-01    28.735 0.307D-01
   25   35    517.354 0.386D+00    11.603 0.138D-01    26.869 0.259D-01
   26   35    530.782 0.375D+00    13.428 0.138D-01    25.031 0.267D-01
   27   35    540.708 0.414D+00     9.926 0.131D-01    23.354 0.260D-01
   28   35    552.345 0.472D+00    11.638 0.125D-01    21.564 0.243D-01
   29   35    558.932 0.510D+00     6.587 0.116D-01    18.224 0.229D-01
   30   35    567.112 0.496D+00     8.181 0.100D-01    14.767 0.203D-01
   31   35    571.807 0.429D+00     4.694 0.101D-01    12.875 0.182D-01
   32   35    578.340 0.360D+00     6.533 0.125D-01    11.228 0.214D-01
   33   35    581.505 0.359D+00     3.164 0.136D-01     9.697 0.256D-01
   34   35    586.698 0.401D+00     5.193 0.118D-01     8.357 0.247D-01
   35   35    588.538 0.425D+00     1.840 0.108D-01     7.033 0.211D-01
   36   35    591.129 0.445D+00     2.592 0.140D-01     4.431 0.236D-01
   37   35    590.440 0.511D+00    -0.689 0.178D-01     1.903 0.313D-01
   38   35    591.806 0.636D+00     1.367 0.199D-01     0.678 0.373D-01
   39   35    590.024 0.792D+00    -1.782 0.208D-01    -0.415 0.402D-01
   40   35    590.362 0.959D+00     0.339 0.214D-01    -1.443 0.416D-01
   41   35    586.901 0.114D+01    -3.460 0.232D-01    -3.122 0.439D-01
   42   35    585.557 0.134D+01    -1.344 0.271D-01    -4.804 0.496D-01
   43   35    581.280 0.160D+01    -4.277 0.333D-01    -5.621 0.599D-01
   44   35    579.032 0.193D+01    -2.248 0.411D-01    -6.526 0.739D-01
   45   35    573.635 0.230D+01    -5.397 0.465D-01    -7.646 0.867D-01
   46   35    570.195 0.264D+01    -3.440 0.503D-01    -8.838 0.943D-01
   48   35    559.824 0.345D+01     0.000 0.000D+00   -10.371 0.147D+00
   50   35    547.705 0.465D+01     0.000 0.000D+00   -12.119 0.158D+00
   20   36    450.340 0.860D+00    19.911 0.101D+00    37.521 0.186D+00
   21   36    464.749 0.611D+00    14.410 0.399D-01    34.321 0.124D+00
   22   36    482.199 0.591D+00    17.450 0.240D-01    31.859 0.553D-01
   23   36    496.116 0.516D+00    13.915 0.163D-01    31.365 0.342D-01
   24   36    512.410 0.436D+00    16.294 0.144D-01    30.209 0.278D-01
   25   36    524.462 0.386D+00    12.052 0.135D-01    28.346 0.264D-01
   26   36    538.814 0.379D+00    14.351 0.129D-01    26.403 0.255D-01
   27   36    549.211 0.411D+00    10.397 0.123D-01    24.749 0.244D-01
   28   36    561.692 0.463D+00    12.481 0.121D-01    22.878 0.232D-01
   29   36    568.805 0.507D+00     7.113 0.121D-01    19.594 0.231D-01
   30   36    577.752 0.515D+00     8.947 0.110D-01    16.060 0.220D-01
   31   36    582.984 0.470D+00     5.231 0.980D-02    14.178 0.192D-01
   32   36    590.194 0.398D+00     7.210 0.113D-01    12.441 0.195D-01
   33   36    593.903 0.362D+00     3.709 0.133D-01    10.919 0.238D-01
   34   36    599.699 0.385D+00     5.796 0.127D-01     9.504 0.255D-01
   35   36    602.127 0.414D+00     2.428 0.107D-01     8.224 0.224D-01
   36   36    606.656 0.429D+00     4.529 0.118D-01     6.957 0.210D-01
   37   36    606.480 0.467D+00    -0.176 0.156D-01     4.353 0.267D-01
   38   36    608.431 0.564D+00     1.952 0.186D-01     1.777 0.338D-01
   39   36    607.133 0.706D+00    -1.298 0.201D-01     0.654 0.383D-01
   40   36    608.074 0.869D+00     0.942 0.212D-01    -0.355 0.408D-01
   41   36    605.038 0.104D+01    -3.036 0.227D-01    -2.093 0.432D-01
   42   36    604.313 0.124D+01    -0.725 0.259D-01    -3.761 0.479D-01
   43   36    600.430 0.149D+01    -3.882 0.318D-01    -4.607 0.571D-01
   44   36    598.844 0.181D+01    -1.586 0.402D-01    -5.469 0.714D-01
   45   36    593.803 0.218D+01    -5.041 0.469D-01    -6.627 0.863D-01
   46   36    591.040 0.252D+01    -2.763 0.493D-01    -7.804 0.937D-01
   48   36    581.660 0.319D+01     0.000 0.000D+00    -9.380 0.141D+00
   50   36    570.518 0.434D+01     0.000 0.000D+00   -11.142 0.163D+00
   20   37    451.219 0.102D+01    19.674 0.109D+00    39.026 0.190D+00
   21   37    466.734 0.606D+00    15.516 0.451D-01    35.190 0.141D+00
   22   37    484.840 0.579D+00    18.106 0.256D-01    33.621 0.619D-01
   23   37    499.787 0.516D+00    14.947 0.154D-01    33.053 0.356D-01
   24   37    516.404 0.447D+00    16.617 0.151D-01    31.564 0.285D-01
   25   37    529.386 0.416D+00    12.982 0.129D-01    29.599 0.270D-01
   26   37    544.065 0.407D+00    14.679 0.116D-01    27.661 0.237D-01
   27   37    555.308 0.422D+00    11.243 0.114D-01    25.921 0.223D-01
   28   37    568.179 0.459D+00    12.871 0.116D-01    24.114 0.220D-01
   29   37    576.092 0.501D+00     7.913 0.122D-01    20.784 0.226D-01
   30   37    585.476 0.522D+00     9.383 0.120D-01    17.296 0.232D-01
   31   37    591.436 0.501D+00     5.960 0.105D-01    15.344 0.213D-01
   32   37    599.085 0.442D+00     7.648 0.104D-01    13.608 0.191D-01
   33   37    603.434 0.386D+00     4.349 0.124D-01    11.997 0.217D-01
   34   37    609.692 0.380D+00     6.258 0.132D-01    10.606 0.251D-01
   35   37    612.703 0.403D+00     3.011 0.115D-01     9.269 0.241D-01
   36   37    617.732 0.419D+00     5.029 0.107D-01     8.041 0.209D-01
   37   37    619.475 0.442D+00     1.743 0.135D-01     6.772 0.231D-01
   38   37    622.008 0.513D+00     2.534 0.169D-01     4.277 0.298D-01
   39   37    621.332 0.635D+00    -0.675 0.191D-01     1.859 0.356D-01
   40   37    622.796 0.786D+00     1.464 0.205D-01     0.789 0.392D-01
   41   37    620.401 0.955D+00    -2.394 0.221D-01    -0.930 0.421D-01
   42   37    620.150 0.114D+01    -0.250 0.249D-01    -2.644 0.464D-01
   43   37    616.928 0.137D+01    -3.222 0.303D-01    -3.472 0.546D-01
   44   37    615.770 0.168D+01    -1.158 0.390D-01    -4.380 0.687D-01
   45   37    611.424 0.205D+01    -4.347 0.472D-01    -5.505 0.855D-01
   46   37    609.057 0.240D+01    -2.367 0.489D-01    -6.714 0.940D-01
   47   37    603.897 0.266D+01    -5.160 0.571D-01    -7.527 0.997D-01
   48   37    600.726 0.295D+01    -3.170 0.793D-01    -8.330 0.132D+00
   50   37    590.611 0.401D+01     0.000 0.000D+00   -10.114 0.166D+00
   20   38    454.927 0.130D+01    21.458 0.119D+00    40.526 0.195D+00
   21   38    470.253 0.736D+00    15.327 0.542D-01    36.785 0.160D+00
   22   38    489.477 0.583D+00    19.224 0.319D-01    34.551 0.740D-01
   23   38    504.774 0.513D+00    15.297 0.182D-01    34.522 0.460D-01
   24   38    522.412 0.469D+00    17.638 0.161D-01    32.936 0.329D-01
   25   38    535.780 0.460D+00    13.368 0.123D-01    31.007 0.277D-01
   26   38    551.383 0.448D+00    15.603 0.103D-01    28.971 0.216D-01
   27   38    563.047 0.442D+00    11.663 0.105D-01    27.266 0.200D-01
   28   38    576.773 0.459D+00    13.726 0.110D-01    25.389 0.206D-01
   29   38    585.165 0.491D+00     8.392 0.120D-01    22.118 0.218D-01
   30   38    595.361 0.517D+00    10.196 0.126D-01    18.588 0.235D-01
   31   38    601.833 0.517D+00     6.472 0.116D-01    16.668 0.232D-01
   32   38    610.211 0.479D+00     8.378 0.103D-01    14.850 0.205D-01
   33   38    615.069 0.421D+00     4.858 0.114D-01    13.236 0.202D-01
   34   38    621.972 0.387D+00     6.902 0.130D-01    11.760 0.237D-01
   35   38    625.504 0.394D+00     3.532 0.125D-01    10.434 0.250D-01
   36   38    631.119 0.411D+00     5.615 0.109D-01     9.147 0.224D-01
   37   38    633.434 0.430D+00     2.315 0.119D-01     7.930 0.214D-01
   38   38    637.817 0.479D+00     4.383 0.150D-01     6.698 0.261D-01
   39   38    637.632 0.578D+00    -0.184 0.177D-01     4.199 0.323D-01
   40   38    639.655 0.713D+00     2.024 0.195D-01     1.840 0.368D-01
   41   38    637.691 0.869D+00    -1.964 0.212D-01     0.060 0.402D-01
   42   38    638.002 0.104D+01     0.312 0.239D-01    -1.652 0.445D-01
   43   38    635.186 0.126D+01    -2.815 0.288D-01    -2.503 0.520D-01
   44   38    634.622 0.154D+01    -0.564 0.374D-01    -3.379 0.655D-01
   45   38    630.647 0.191D+01    -3.975 0.472D-01    -4.539 0.839D-01
   46   38    628.905 0.228D+01    -1.742 0.493D-01    -5.718 0.947D-01
   47   38    624.078 0.251D+01    -4.826 0.530D-01    -6.569 0.955D-01
   48   38    621.531 0.272D+01    -2.547 0.750D-01    -7.373 0.123D+00
   49   38    615.763 0.313D+01    -5.767 0.873D-01    -8.314 0.161D+00
   50   38    612.365 0.368D+01    -3.398 0.804D-01    -9.165 0.167D+00
   20   39    455.374 0.164D+01    21.260 0.125D+00    42.171 0.202D+00
   21   39    472.303 0.950D+00    16.930 0.648D-01    38.191 0.177D+00
   22   39    491.278 0.593D+00    18.976 0.413D-01    35.906 0.895D-01
   23   39    507.625 0.504D+00    16.348 0.233D-01    35.324 0.618D-01
   24   39    525.886 0.489D+00    18.262 0.173D-01    34.609 0.392D-01
   25   39    540.188 0.499D+00    14.302 0.119D-01    32.564 0.286D-01
   26   39    556.074 0.486D+00    15.886 0.901D-02    30.188 0.198D-01
   27   39    568.595 0.465D+00    12.521 0.949D-02    28.407 0.176D-01
   28   39    582.640 0.462D+00    14.045 0.104D-01    26.566 0.192D-01
   29   39    591.858 0.479D+00     9.218 0.115D-01    23.263 0.209D-01
   30   39    602.470 0.504D+00    10.612 0.127D-01    19.830 0.232D-01
   31   39    609.713 0.517D+00     7.242 0.126D-01    17.854 0.244D-01
   32   39    618.513 0.500D+00     8.801 0.110D-01    16.043 0.224D-01
   33   39    624.051 0.454D+00     5.537 0.107D-01    14.338 0.200D-01
   34   39    631.365 0.405D+00     7.313 0.124D-01    12.851 0.220D-01
   35   39    635.498 0.391D+00     4.133 0.131D-01    11.446 0.249D-01
   36   39    641.565 0.405D+00     6.066 0.118D-01    10.199 0.242D-01
   37   39    644.438 0.425D+00     2.873 0.111D-01     8.939 0.217D-01
   38   39    649.316 0.461D+00     4.878 0.133D-01     7.751 0.233D-01
   39   39    650.960 0.536D+00     1.645 0.162D-01     6.523 0.289D-01
   40   39    653.533 0.650D+00     2.574 0.183D-01     4.219 0.340D-01
   41   39    652.148 0.788D+00    -1.385 0.201D-01     1.189 0.378D-01
   42   39    652.949 0.946D+00     0.801 0.226D-01    -0.583 0.420D-01
   43   39    650.726 0.114D+01    -2.222 0.271D-01    -1.420 0.490D-01
   44   39    650.612 0.139D+01    -0.114 0.354D-01    -2.335 0.618D-01
   45   39    647.266 0.175D+01    -3.347 0.464D-01    -3.460 0.811D-01
   46   39    645.946 0.214D+01    -1.319 0.502D-01    -4.666 0.952D-01
   47   39    641.752 0.237D+01    -4.193 0.495D-01    -5.513 0.930D-01
   48   39    639.588 0.251D+01    -2.164 0.698D-01    -6.357 0.112D+00
   49   39    634.467 0.283D+01    -5.120 0.856D-01    -7.284 0.154D+00
   50   39    631.412 0.335D+01    -3.055 0.818D-01    -8.175 0.167D+00
   20   40    458.858 0.201D+01    23.151 0.127D+00    43.760 0.203D+00
   21   40    475.542 0.120D+01    16.685 0.758D-01    39.837 0.190D+00
   22   40    496.002 0.621D+00    20.462 0.518D-01    37.147 0.106D+00
   23   40    512.171 0.489D+00    16.170 0.294D-01    36.632 0.792D-01
   24   40    531.460 0.498D+00    19.289 0.186D-01    35.460 0.465D-01
   25   40    546.104 0.521D+00    14.645 0.119D-01    33.935 0.298D-01
   26   40    562.924 0.511D+00    16.819 0.813D-02    31.465 0.189D-01
   27   40    575.800 0.481D+00    12.876 0.845D-02    29.695 0.155D-01
   28   40    590.699 0.462D+00    14.899 0.981D-02    27.775 0.176D-01
   29   40    600.348 0.465D+00     9.648 0.110D-01    24.547 0.199D-01
   30   40    611.794 0.483D+00    11.446 0.124D-01    21.094 0.223D-01
   31   40    619.523 0.503D+00     7.729 0.131D-01    19.176 0.246D-01
   32   40    629.098 0.505D+00     9.575 0.120D-01    17.304 0.241D-01
   33   40    635.118 0.476D+00     6.019 0.106D-01    15.594 0.211D-01
   34   40    643.101 0.427D+00     7.983 0.116D-01    14.002 0.206D-01
   35   40    647.710 0.394D+00     4.608 0.132D-01    12.591 0.240D-01
   36   40    654.376 0.400D+00     6.666 0.128D-01    11.274 0.254D-01
   37   40    657.753 0.424D+00     3.377 0.113D-01    10.043 0.232D-01
   38   40    663.193 0.454D+00     5.440 0.119D-01     8.817 0.220D-01
   39   40    665.395 0.507D+00     2.202 0.145D-01     7.642 0.256D-01
   40   40    669.729 0.595D+00     4.334 0.169D-01     6.537 0.308D-01
   41   40    668.813 0.712D+00    -0.915 0.187D-01     3.419 0.350D-01
   42   40    670.113 0.848D+00     1.301 0.209D-01     0.386 0.389D-01
   43   40    668.302 0.101D+01    -1.810 0.251D-01    -0.509 0.453D-01
   44   40    668.715 0.124D+01     0.414 0.329D-01    -1.396 0.573D-01
   45   40    665.764 0.157D+01    -2.951 0.446D-01    -2.538 0.769D-01
   46   40    664.996 0.197D+01    -0.768 0.510D-01    -3.719 0.946D-01
   47   40    661.164 0.222D+01    -3.831 0.470D-01    -4.599 0.924D-01
   48   40    659.572 0.231D+01    -1.591 0.638D-01    -5.422 0.102D+00
   49   40    654.768 0.254D+01    -4.803 0.829D-01    -6.395 0.145D+00
   50   40    652.318 0.301D+01    -2.450 0.823D-01    -7.253 0.165D+00
   20   41    458.687 0.237D+01    22.888 0.125D+00    45.466 0.196D+00
   21   41    476.937 0.148D+01    18.251 0.867D-01    41.140 0.200D+00
   22   41    496.951 0.691D+00    20.017 0.621D-01    38.268 0.123D+00
   23   41    514.497 0.480D+00    17.547 0.361D-01    37.564 0.965D-01
   24   41    533.558 0.495D+00    19.062 0.202D-01    36.609 0.547D-01
   25   41    549.145 0.523D+00    15.588 0.123D-01    34.650 0.317D-01
   26   41    566.519 0.517D+00    17.374 0.795D-02    32.962 0.192D-01
   27   41    580.240 0.486D+00    13.721 0.761D-02    31.094 0.144D-01
   28   41    595.399 0.458D+00    15.159 0.910D-02    28.879 0.160D-01
   29   41    605.880 0.450D+00    10.481 0.105D-01    25.640 0.188D-01
   30   41    617.697 0.460D+00    11.816 0.118D-01    22.297 0.214D-01
   31   41    626.216 0.481D+00     8.519 0.130D-01    20.335 0.239D-01
   32   41    636.194 0.496D+00     9.978 0.126D-01    18.497 0.248D-01
   33   41    642.927 0.486D+00     6.733 0.110D-01    16.711 0.224D-01
   34   41    651.301 0.446D+00     8.374 0.109D-01    15.107 0.202D-01
   35   41    656.531 0.403D+00     5.230 0.128D-01    13.604 0.226D-01
   36   41    663.580 0.397D+00     7.048 0.135D-01    12.278 0.257D-01
   37   41    667.529 0.424D+00     3.949 0.121D-01    10.997 0.250D-01
   38   41    673.387 0.456D+00     5.858 0.112D-01     9.807 0.221D-01
   39   41    676.116 0.492D+00     2.729 0.128D-01     8.587 0.229D-01
   40   41    680.910 0.552D+00     4.795 0.153D-01     7.523 0.275D-01
   41   41    681.746 0.642D+00     0.836 0.171D-01     5.631 0.319D-01
   42   41    683.567 0.753D+00     1.821 0.191D-01     2.658 0.355D-01
   43   41    682.307 0.889D+00    -1.259 0.227D-01     0.563 0.410D-01
   44   41    683.206 0.108D+01     0.899 0.299D-01    -0.359 0.518D-01
   45   41    680.838 0.137D+01    -2.368 0.418D-01    -1.468 0.710D-01
   46   41    680.531 0.176D+01    -0.307 0.509D-01    -2.675 0.919D-01
   47   41    677.312 0.204D+01    -3.219 0.460D-01    -3.526 0.926D-01
   48   41    676.122 0.211D+01    -1.189 0.574D-01    -4.407 0.921D-01
   49   41    671.956 0.226D+01    -4.166 0.792D-01    -5.355 0.134D+00
   50   41    669.892 0.269D+01    -2.063 0.819D-01    -6.229 0.160D+00
   20   42    461.655 0.274D+01    24.812 0.121D+00    47.018 0.185D+00
   21   42    479.497 0.180D+01    17.844 0.972D-01    42.656 0.208D+00
   22   42    500.930 0.826D+00    21.436 0.717D-01    39.280 0.138D+00
   23   42    518.127 0.498D+00    17.200 0.434D-01    38.636 0.113D+00
   24   42    538.566 0.492D+00    20.440 0.221D-01    37.640 0.639D-01
   25   42    553.986 0.512D+00    15.421 0.131D-01    35.861 0.342D-01
   26   42    572.295 0.507D+00    18.310 0.859D-02    33.731 0.208D-01
   27   42    586.301 0.480D+00    14.006 0.733D-02    32.315 0.148D-01
   28   42    602.317 0.450D+00    16.016 0.839D-02    30.022 0.149D-01
   29   42    613.175 0.435D+00    10.858 0.991D-02    26.874 0.176D-01
   30   42    625.835 0.439D+00    12.660 0.113D-01    23.518 0.204D-01
   31   42    634.792 0.456D+00     8.957 0.125D-01    21.617 0.229D-01
   32   42    645.559 0.478D+00    10.767 0.128D-01    19.724 0.245D-01
   33   42    652.747 0.484D+00     7.188 0.115D-01    17.955 0.234D-01
   34   42    661.824 0.459D+00     9.076 0.106D-01    16.264 0.206D-01
   35   42    667.495 0.417D+00     5.671 0.121D-01    14.747 0.213D-01
   36   42    675.150 0.399D+00     7.655 0.137D-01    13.325 0.251D-01
   37   42    679.542 0.423D+00     4.392 0.130D-01    12.046 0.262D-01
   38   42    685.968 0.459D+00     6.425 0.112D-01    10.817 0.233D-01
   39   42    689.172 0.488D+00     3.204 0.114D-01     9.629 0.212D-01
   40   42    694.498 0.522D+00     5.327 0.136D-01     8.530 0.241D-01
   41   42    695.849 0.580D+00     1.351 0.156D-01     6.677 0.286D-01
   42   42    699.364 0.662D+00     3.516 0.171D-01     4.866 0.320D-01
   43   42    698.558 0.764D+00    -0.805 0.200D-01     2.711 0.362D-01
   44   42    699.944 0.908D+00     1.386 0.264D-01     0.581 0.454D-01
   45   42    697.999 0.115D+01    -1.944 0.381D-01    -0.558 0.637D-01
   46   42    698.223 0.152D+01     0.224 0.495D-01    -1.721 0.869D-01
   47   42    695.398 0.184D+01    -2.825 0.460D-01    -2.601 0.926D-01
   48   42    694.762 0.190D+01    -0.635 0.511D-01    -3.460 0.847D-01
   49   42    690.953 0.199D+01    -3.808 0.745D-01    -4.443 0.122D+00
   50   42    689.477 0.237D+01    -1.475 0.805D-01    -5.283 0.154D+00
   20   43    461.477 0.311D+01    24.421 0.116D+00    48.584 0.173D+00
   21   43    480.932 0.214D+01    19.457 0.107D+00    43.878 0.214D+00
   22   43    501.813 0.103D+01    20.885 0.802D-01    40.342 0.153D+00
   23   43    520.379 0.572D+00    18.569 0.513D-01    39.453 0.129D+00
   24   43    540.481 0.512D+00    20.103 0.244D-01    38.671 0.742D-01
   25   43    557.223 0.504D+00    16.744 0.143D-01    36.846 0.375D-01
   26   43    575.359 0.491D+00    18.137 0.992D-02    34.880 0.234D-01
   27   43    590.241 0.467D+00    14.882 0.792D-02    33.019 0.170D-01
   28   43    606.783 0.442D+00    16.542 0.799D-02    31.424 0.150D-01
