# Source https://wwwndc.jaea.go.jp/nucldata/mass/KTUY05_m246.dat
# Koura, Hiroyuki, et al. "Nuclidic mass formula on a spherical basis with an improved even-odd term." Progress of theoretical physics 113.2 (2005): 305-325.
#   ZZ   NN   Mcal    Esh alpha2 alpha4 alpha6
   19   44  57.87   1.25  0.056 -0.008 -0.004
   19   45  66.46   0.94  0.072 -0.021 -0.001
   19   46  73.65   0.51  0.072 -0.022 -0.001
   19   47  82.48   0.00  0.073 -0.022 -0.003
   19   48  89.96  -0.60  0.053 -0.005 -0.005
   19   49  99.04  -1.29  0.042 -0.012  0.000
   19   50 106.70  -2.13  0.020  0.000 -0.005
   19   51 115.88  -3.11  0.006  0.000  0.000
   19   52 124.48  -3.41  0.019  0.000 -0.003
   19   53 134.72  -3.68  0.006  0.000  0.000
   20   13  29.39  -0.77  0.016 -0.001  0.000
   20   14  13.85  -1.88  0.016 -0.001  0.000
   20   15   5.42  -1.33  0.016 -0.001  0.000
   20   16  -5.76  -0.70  0.016 -0.001  0.000
   20   17 -12.08  -0.25  0.016 -0.001  0.000
   20   18 -21.46  -0.12  0.016 -0.001  0.000
   20   19 -26.55  -0.39  0.016 -0.001  0.000
   20   20 -34.63  -0.99  0.016 -0.001  0.000
   20   21 -35.46  -0.37  0.016 -0.001  0.000
   20   22 -39.32  -0.12  0.016 -0.001  0.000
   20   23 -39.48  -0.22  0.018  0.000 -0.002
   20   24 -42.48  -0.59  0.018  0.000 -0.006
   20   25 -41.94  -1.22  0.018  0.000 -0.005
   20   26 -44.11  -2.07  0.016 -0.001 -0.002
   20   27 -42.93  -3.17  0.019  0.000 -0.005
   20   28 -44.29  -4.41  0.011 -0.001  0.000
   20   29 -40.62  -4.03  0.016 -0.001  0.000
   20   30 -39.33  -3.68  0.019  0.000 -0.005
   20   31 -34.86  -3.40  0.014  0.001  0.000
   20   32 -32.71  -3.17  0.011 -0.001 -0.001
   20   33 -26.78  -2.25  0.016 -0.001  0.000
   20   34 -23.12  -1.39  0.016 -0.001 -0.004
   20   35 -16.65  -0.69  0.016 -0.001 -0.004
   20   36 -12.56  -0.19  0.016 -0.001 -0.003
   20   37  -5.77   0.13  0.016 -0.001 -0.003
   20   38  -1.29   0.29  0.016  0.000 -0.003
   20   39   5.82   0.30  0.016 -0.001 -0.002
   20   40  10.75   0.22  0.008  0.000  0.000
   20   41  18.89   0.69  0.018  0.001 -0.003
   20   42  24.85   1.02  0.018 -0.001 -0.003
   20   43  33.18   1.14  0.018  0.000 -0.003
   20   44  39.29   1.06  0.019  0.000 -0.004
   20   45  47.74   0.79  0.018 -0.001 -0.003
   20   46  54.09   0.42  0.016 -0.001  0.000
   20   47  62.73  -0.12  0.019  0.000 -0.005
   20   48  69.29  -0.77  0.017 -0.001 -0.002
   20   49  78.12  -1.54  0.016 -0.001  0.000
   20   50  84.87  -2.46  0.019  0.000 -0.004
   20   51  93.91  -3.42  0.006  0.000  0.000
   20   52 101.73  -3.71  0.018  0.000 -0.003
   20   53 111.84  -3.97  0.006  0.000  0.000
   20   54 120.46  -3.83  0.015  0.000  0.000
   20   55 131.29  -3.72  0.018  0.000 -0.002
   20   56 140.26  -3.62  0.016 -0.001  0.000
   20   57 151.39  -3.54  0.017  0.000 -0.001
   21   13  41.18  -0.24  0.050  0.003 -0.004
   21   14  25.28  -1.22  0.024 -0.001 -0.003
   21   15  15.37  -0.69  0.043  0.008  0.000
   21   16   3.57  -0.20  0.048  0.016 -0.001
   21   17  -4.28   0.13  0.050  0.018 -0.001
   21   18 -14.24   0.15  0.057  0.012 -0.002
   21   19 -20.65  -0.06  0.050  0.000 -0.004
   21   20 -28.97  -0.46  0.016 -0.001  0.000
   21   21 -32.58  -0.08  0.052  0.027  0.003
   21   22 -37.34   0.15  0.084  0.026  0.000
   21   23 -38.85   0.00  0.114  0.027 -0.002
   21   24 -42.16  -0.27  0.121  0.001 -0.007
   21   25 -42.73  -0.76  0.062  0.019 -0.003
   21   26 -45.20  -1.53  0.053  0.005 -0.006
   21   27 -45.06  -2.47  0.038  0.000 -0.005
   21   28 -46.62  -3.53  0.011 -0.001  0.000
   21   29 -44.23  -3.26  0.037  0.015  0.000
   21   30 -43.29  -2.92  0.045  0.007 -0.004
   21   31 -39.84  -2.54  0.033  0.000 -0.003
   21   32 -37.90  -2.17  0.011 -0.001 -0.001
   21   33 -33.21  -1.42  0.037  0.018  0.001
   21   34 -30.11  -0.78  0.059  0.025  0.002
   21   35 -24.77  -0.17  0.064  0.023  0.000
   21   36 -21.05   0.26  0.064  0.016 -0.009
   21   37 -15.23   0.63  0.055  0.007 -0.004
   21   38 -10.96   0.86  0.048 -0.004 -0.005
   21   39  -4.72   0.98  0.028 -0.004 -0.002
   21   40   0.01   0.98  0.008  0.000  0.000
   21   41   6.95   1.19  0.037  0.018  0.002
   21   42  12.36   1.23  0.052  0.028  0.004
   21   43  19.61   1.19  0.068  0.029 -0.001
   21   44  25.47   1.09  0.089  0.022 -0.002
   21   45  33.05   0.85  0.091  0.010 -0.009
   21   46  39.31   0.62  0.089  0.000 -0.006
   21   47  47.26   0.26  0.056  0.008 -0.006
   21   48  53.73  -0.27  0.051  0.001 -0.007
   21   49  61.91  -0.86  0.041 -0.006 -0.004
   21   50  68.68  -1.56  0.025 -0.011  0.000
   21   51  77.01  -2.42  0.006  0.000  0.000
   21   52  84.54  -2.79  0.022  0.000 -0.006
   21   53  94.00  -2.92  0.006  0.000  0.000
   21   54 102.34  -2.89  0.025  0.008 -0.005
   21   55 112.38  -2.80  0.031  0.002 -0.005
   21   56 121.22  -2.65  0.031  0.000 -0.003
   21   57 131.69  -2.49  0.020  0.000 -0.004
   22   15  23.84  -0.35  0.075  0.026  0.000
   22   16  10.38  -0.03  0.092  0.022 -0.002
   22   17   1.84   0.10  0.094  0.021 -0.006
   22   18  -9.61   0.08  0.084  0.006 -0.008
   22   19 -16.33   0.02  0.062 -0.010 -0.006
   22   20 -25.95  -0.27  0.016 -0.001  0.000
   22   21 -30.49   0.06  0.065  0.020 -0.006
   22   22 -38.08  -0.06  0.098  0.037 -0.001
   22   23 -40.04  -0.26  0.119  0.030 -0.007
   22   24 -44.62  -0.48  0.124  0.006 -0.015
   22   25 -45.34  -0.76  0.084  0.007 -0.010
   22   26 -48.87  -1.32  0.071 -0.008 -0.007
   22   27 -48.85  -2.03  0.040 -0.018  0.000
   22   28 -51.57  -3.04  0.011 -0.001  0.000
   22   29 -49.44  -2.70  0.037  0.015  0.000
   22   30 -49.75  -2.43  0.053 -0.002 -0.002
   22   31 -46.50  -1.95  0.043 -0.013  0.000
   22   32 -45.63  -1.52  0.011 -0.001 -0.001
   22   33 -41.28  -0.83  0.083  0.024  0.003
   22   34 -39.54  -0.47  0.085  0.027 -0.002
   22   35 -34.72  -0.11  0.087  0.026 -0.006
   22   36 -32.09   0.27  0.094  0.019 -0.007
   22   37 -26.48   0.69  0.114  0.023 -0.003
   22   38 -23.23   0.91  0.128  0.030  0.000
   22   39 -17.23   1.02  0.150  0.024  0.000
   22   40 -13.43   1.07  0.153  0.020 -0.001
   22   41  -6.89   1.11  0.160  0.012 -0.005
   22   42  -2.49   1.08  0.119  0.017  0.000
   22   43   4.40   0.88  0.095  0.021 -0.006
   22   44   9.20   0.64  0.094  0.018 -0.009
   22   45  16.56   0.38  0.087  0.003 -0.014
   22   46  21.99   0.20  0.090 -0.002 -0.008
   22   47  29.79  -0.13  0.065 -0.015 -0.007
   22   48  35.56  -0.51  0.051 -0.019  0.001
   22   49  43.58  -1.08  0.027 -0.011 -0.001
   22   50  49.48  -1.82  0.006  0.000  0.000
   22   51  58.29  -2.04  0.024  0.007 -0.003
   22   52  65.19  -2.23  0.027 -0.009 -0.002
   22   53  74.53  -2.33  0.006  0.000  0.000
   22   54  82.13  -2.26  0.025  0.009 -0.005
   22   55  92.05  -2.14  0.031  0.002 -0.004
   22   56 100.14  -1.99  0.031 -0.007 -0.003
   22   57 110.48  -1.82  0.020  0.000 -0.005
   22   58 119.05  -1.55  0.006  0.000  0.000
   22   59 131.09  -0.02  0.021  0.026  0.010
   22   62 160.85   1.26  0.103  0.057  0.008
   22   63 172.10   1.40  0.113  0.058  0.004
   23   15  35.00  -0.22  0.080  0.019  0.000
   23   16  20.86  -0.14  0.122  0.033 -0.003
   23   17  10.87  -0.09  0.126  0.010 -0.010
   23   18  -1.05  -0.16  0.102 -0.008 -0.010
   23   19  -9.00  -0.12  0.070 -0.020 -0.002
   23   20 -19.04  -0.41  0.018  0.000 -0.002
   23   21 -24.82  -0.02  0.112  0.027  0.000
   23   22 -32.93  -0.26  0.119  0.029 -0.007
   23   23 -37.42  -0.65  0.127  0.027 -0.011
   23   24 -42.79  -0.84  0.128  0.002 -0.017
   23   25 -44.61  -0.99  0.104 -0.008 -0.013
   23   26 -48.26  -1.31  0.083 -0.021 -0.005
   23   27 -49.27  -1.87  0.039 -0.016  0.001
   23   28 -52.33  -2.86  0.011 -0.001  0.000
   23   29 -51.29  -2.48  0.036  0.014 -0.001
   23   30 -51.92  -2.19  0.054 -0.001 -0.006
   23   31 -49.74  -1.67  0.038 -0.015  0.002
   23   32 -49.18  -1.23  0.011 -0.001 -0.001
   23   33 -46.22  -0.85  0.118  0.023 -0.003
   23   34 -44.77  -0.48  0.118  0.023 -0.005
   23   35 -41.02  -0.15  0.117  0.024 -0.008
   23   36 -38.79   0.12  0.120  0.023 -0.008
   23   37 -34.38   0.34  0.126  0.026 -0.009
   23   38 -31.45   0.53  0.136  0.016 -0.007
   23   39 -26.47   0.59  0.145  0.010 -0.010
   23   40 -22.99   0.58  0.144  0.011 -0.007
   23   41 -17.54   0.46  0.160  0.001 -0.013
   23   42 -13.41   0.43  0.151  0.001 -0.013
   23   43  -7.33   0.33  0.133  0.007 -0.008
   23   44  -2.75   0.11  0.114  0.004 -0.014
   23   45   3.71  -0.17  0.097 -0.006 -0.018
   23   46   8.87  -0.39  0.095 -0.013 -0.010
   23   47  15.84  -0.69  0.075 -0.031  0.000
   23   48  21.44  -1.02  0.044 -0.019  0.000
   23   49  28.53  -1.69  0.025 -0.011  0.000
   23   50  34.10  -2.55  0.006  0.000  0.000
   23   51  42.38  -2.48  0.022  0.000 -0.005
   23   52  49.41  -2.36  0.032  0.001 -0.003
   23   53  58.18  -2.24  0.047  0.004  0.000
   23   54  65.62  -2.14  0.054 -0.002 -0.003
   23   55  74.91  -1.89  0.041 -0.011  0.001
   23   56  82.84  -1.72  0.031 -0.007 -0.002
   23   57  92.44  -1.54  0.020  0.000 -0.006
   23   58 100.87  -1.25  0.006  0.000  0.000
   23   59 112.17   0.27  0.028  0.025  0.009
   23   60 121.40   0.99  0.108  0.034  0.000
   23   61 131.73   1.21  0.122  0.042  0.000
   23   62 140.71   1.34  0.130  0.043 -0.003
   23   63 151.20   1.41  0.135  0.044 -0.004
   23   64 160.38   1.41  0.138  0.047 -0.007
   23   65 171.07   1.38  0.138  0.043 -0.014
   24   16  29.16  -0.33  0.120  0.020 -0.002
   24   17  18.55  -0.42  0.139  0.002 -0.014
   24   18   5.20  -0.53  0.111 -0.016 -0.008
   24   19  -3.17  -0.48  0.069 -0.019 -0.003
   24   20 -14.62  -0.83  0.018  0.000 -0.004
   24   21 -20.74  -0.37  0.065  0.019 -0.005
   24   22 -30.11  -0.54  0.120  0.007 -0.012
   24   23 -35.35  -0.86  0.133  0.011 -0.013
   24   24 -43.30  -1.34  0.136 -0.002 -0.018
   24   25 -45.35  -1.36  0.125 -0.014 -0.007
   24   26 -50.07  -1.51  0.088 -0.028  0.000
   24   27 -51.35  -2.01  0.039 -0.016  0.000
   24   28 -55.59  -2.97  0.011 -0.001  0.000
   24   29 -54.82  -2.55  0.036  0.014  0.000
   24   30 -56.59  -2.24  0.055  0.000 -0.006
   24   31 -54.66  -1.68  0.038 -0.014  0.002
   24   32 -55.20  -1.22  0.099  0.013 -0.002
   24   33 -52.60  -0.93  0.114  0.003 -0.005
   24   34 -52.35  -0.68  0.129  0.001 -0.014
   24   35 -48.87  -0.37  0.125 -0.001 -0.012
   24   36 -47.70  -0.10  0.131 -0.003 -0.012
   24   37 -43.55   0.10  0.132 -0.001 -0.015
   24   38 -41.68   0.22  0.133 -0.002 -0.015
   24   39 -36.94   0.29  0.133 -0.003 -0.014
   24   40 -34.41   0.30  0.137 -0.007 -0.014
   24   41 -29.24   0.12  0.146 -0.017 -0.012
   24   42 -26.29  -0.15  0.147 -0.014 -0.015
   24   43 -20.53  -0.36  0.140 -0.016 -0.018
   24   44 -16.79  -0.51  0.123 -0.010 -0.014
   24   45 -10.48  -0.75  0.106 -0.020 -0.014
   24   46  -6.18  -0.94  0.092 -0.030 -0.005
   24   47   0.56  -1.29  0.076 -0.036  0.003
   24   48   5.28  -1.64  0.043 -0.018  0.000
   24   49  12.13  -2.38  0.025 -0.011  0.001
   24   50  16.81  -3.29  0.006  0.000  0.000
   24   51  25.15  -3.01  0.022  0.001 -0.005
   24   52  31.48  -2.77  0.038  0.014 -0.002
   24   53  40.14  -2.60  0.051  0.000 -0.011
   24   54  46.88  -2.42  0.056 -0.002 -0.007
   24   55  56.12  -2.08  0.048 -0.009  0.000
   24   56  63.37  -1.82  0.036 -0.014  0.001
   24   57  72.86  -1.62  0.020  0.000 -0.005
   24   58  80.55  -1.34  0.006  0.000  0.000
   24   59  91.79   0.25  0.021  0.022  0.006
   24   60 100.37   1.05  0.043  0.037  0.010
   24   61 110.67   1.36  0.139  0.024 -0.003
   24   62 118.93   1.48  0.150  0.029 -0.005
   24   63 129.28   1.51  0.155  0.038 -0.004
   24   64 137.74   1.49  0.156  0.035 -0.009
   24   65 148.30   1.43  0.155  0.030 -0.014
   24   66 157.01   1.34  0.154  0.025 -0.018
   24   67 167.79   1.22  0.152  0.019 -0.021
   24   68 176.72   1.04  0.152  0.015 -0.026
   25   16  41.11  -0.57  0.114  0.005 -0.010
   25   17  29.12  -0.73  0.133 -0.010 -0.012
   25   18  15.18  -1.05  0.118 -0.031 -0.005
   25   19   5.44  -1.07  0.064 -0.018 -0.002
   25   20  -6.49  -1.50  0.018  0.000 -0.005
   25   21 -13.79  -0.98  0.062  0.018 -0.003
   25   22 -23.30  -0.92  0.088  0.005 -0.013
   25   23 -29.59  -1.06  0.104 -0.006 -0.012
   25   24 -37.79  -1.43  0.126 -0.011 -0.009
   25   25 -42.44  -1.87  0.119 -0.032 -0.008
   25   26 -47.83  -1.91  0.087 -0.027 -0.001
   25   27 -50.27  -2.42  0.038 -0.015  0.000
   25   28 -54.82  -3.37  0.011 -0.001  0.000
   25   29 -55.13  -2.89  0.035  0.013  0.000
   25   30 -57.18  -2.55  0.058 -0.001 -0.006
   25   31 -56.33  -1.98  0.074  0.000 -0.002
   25   32 -57.14  -1.49  0.011 -0.001 -0.001
   25   33 -55.43  -1.03  0.100 -0.009 -0.004
   25   34 -55.40  -0.71  0.112 -0.012 -0.013
   25   35 -53.06  -0.50  0.118 -0.023 -0.007
   25   36 -52.19  -0.25  0.115 -0.023 -0.005
   25   37 -49.00  -0.03  0.113 -0.024 -0.005
   25   38 -47.37   0.13  0.114 -0.024 -0.006
   25   39 -43.57   0.21  0.119 -0.026 -0.006
   25   40 -41.35   0.18  0.120 -0.029 -0.002
   25   41 -37.06   0.06  0.140 -0.020 -0.008
   25   42 -34.34  -0.20  0.135 -0.016 -0.007
   25   43 -29.64  -0.56  0.131 -0.019 -0.007
   25   44 -26.53  -1.11  0.124 -0.029 -0.010
   25   45 -21.24  -1.49  0.113 -0.032 -0.008
   25   46 -17.14  -1.66  0.090 -0.027 -0.006
   25   47 -11.31  -2.06  0.075 -0.035  0.002
   25   48  -6.85  -2.45  0.043 -0.018 -0.001
   25   49  -0.89  -3.25  0.025 -0.012  0.001
   25   50   3.52  -4.23  0.006  0.000  0.000
   25   51  11.20  -3.79  0.022  0.011  0.000
   25   52  17.44  -3.46  0.038  0.014 -0.002
   25   53  25.37  -3.23  0.051  0.000 -0.011
   25   54  31.99  -2.98  0.057 -0.001 -0.007
   25   55  40.52  -2.59  0.049 -0.009 -0.001
   25   56  47.67  -2.26  0.035 -0.013  0.000
   25   57  56.44  -2.02  0.020 -0.001 -0.005
   25   58  63.98  -1.72  0.006  0.000  0.000
   25   59  74.50  -0.12  0.021  0.023  0.006
   25   60  82.96   0.71  0.041  0.034  0.007
   25   61  92.83   1.30  0.068  0.022 -0.007
   25   62 101.14   1.61  0.159  0.032  0.000
   25   63 110.77   1.62  0.164  0.028 -0.003
   25   64 119.08   1.59  0.169  0.023 -0.007
   25   65 129.00   1.57  0.168  0.018 -0.013
   25   66 137.61   1.51  0.164  0.015 -0.017
   25   67 147.74   1.40  0.165  0.007 -0.019
   25   68 156.59   1.26  0.161  0.000 -0.024
   25   69 166.95   1.10  0.158 -0.004 -0.023
   25   70 176.10   0.96  0.151 -0.011 -0.023
   25   71 186.69   0.76  0.145 -0.021 -0.020
   26   18  23.14  -1.47  0.088 -0.026 -0.005
   26   19  12.60  -1.87  0.064 -0.017 -0.002
   26   20  -0.68  -2.36  0.014 -0.003  0.000
   26   21  -8.31  -1.77  0.051  0.004 -0.004
   26   22 -18.87  -1.49  0.072 -0.006 -0.007
   26   23 -25.29  -1.40  0.083 -0.021 -0.003
   26   24 -34.51  -1.54  0.090 -0.028 -0.002
   26   25 -39.89  -1.95  0.109 -0.031  0.000
   26   26 -47.98  -2.55  0.079 -0.031 -0.001
   26   27 -50.75  -3.05  0.037 -0.014  0.000
   26   28 -56.49  -4.02  0.011 -0.001  0.000
   26   29 -57.04  -3.48  0.035  0.012  0.000
   26   30 -60.20  -3.11  0.059 -0.001 -0.008
   26   31 -59.61  -2.52  0.062 -0.012  0.000
   26   32 -61.52  -2.03  0.011 -0.001 -0.001
   26   33 -59.89  -1.38  0.054  0.004 -0.003
   26   34 -60.83  -0.96  0.067 -0.008 -0.008
   26   35 -58.64  -0.65  0.072 -0.010 -0.008
   26   36 -58.86  -0.46  0.082 -0.020 -0.005
   26   37 -56.04  -0.36  0.078 -0.026 -0.004
   26   38 -55.37  -0.16  0.079 -0.032  0.002
   26   39 -51.75  -0.04  0.083 -0.024  0.000
   26   40 -50.46  -0.03  0.008  0.000  0.000
   26   41 -46.37  -0.14  0.080 -0.020 -0.001
   26   42 -44.58  -0.39  0.081 -0.019 -0.004
   26   43 -40.07  -0.74  0.074 -0.012 -0.008
   26   44 -37.81  -1.22  0.083 -0.018 -0.006
   26   45 -32.92  -1.81  0.085 -0.025 -0.003
   26   46 -30.23  -2.51  0.084 -0.028 -0.004
   26   47 -24.70  -3.03  0.072 -0.035  0.002
   26   48 -21.14  -3.47  0.047 -0.026  0.005
   26   49 -15.38  -4.29  0.024 -0.012  0.000
   26   50 -11.84  -5.31  0.006  0.000  0.000
   26   51  -4.24  -4.79  0.022  0.010 -0.002
   26   52   1.29  -4.35  0.038  0.014 -0.002
   26   53   9.15  -4.04  0.051  0.008 -0.007
   26   54  15.03  -3.76  0.060 -0.001 -0.008
   26   55  23.43  -3.34  0.057 -0.016 -0.003
   26   56  29.94  -2.88  0.036 -0.014  0.000
   26   57  38.65  -2.58  0.020 -0.001 -0.005
   26   58  45.37  -2.34  0.006  0.000  0.000
   26   59  55.76  -0.74  0.021  0.022  0.006
   26   60  63.61   0.20  0.039  0.022 -0.003
   26   61  73.46   0.90  0.052  0.017 -0.010
   26   62  81.28   1.43  0.062  0.009 -0.014
   26   63  91.17   1.82  0.166  0.029  0.000
   26   64  98.78   1.77  0.171  0.021 -0.006
   26   65 108.56   1.73  0.177  0.014 -0.012
   26   66 116.52   1.69  0.177  0.006 -0.014
   26   67 126.60   1.63  0.176 -0.001 -0.021
   26   68 134.84   1.53  0.167 -0.007 -0.018
   26   69 145.14   1.41  0.162 -0.011 -0.019
   26   70 153.64   1.27  0.158 -0.018 -0.020
   26   71 164.18   1.11  0.149 -0.029 -0.013
   26   72 172.93   0.92  0.143 -0.033 -0.012
   26   73 183.69   0.72  0.132 -0.041 -0.006
   27   18  34.65  -2.00  0.045 -0.021  0.002
   27   19  22.51  -2.76  0.043 -0.019  0.003
   27   20   8.68  -3.44  0.019  0.000 -0.005
   27   21  -0.03  -2.71  0.039  0.000 -0.004
   27   22 -10.70  -2.19  0.041 -0.018  0.002
   27   23 -18.15  -1.94  0.040 -0.017  0.000
   27   24 -27.63  -2.00  0.039 -0.016  0.000
   27   25 -34.13  -2.37  0.039 -0.016  0.000
   27   26 -42.58  -3.00  0.038 -0.015  0.000
   27   27 -47.79  -3.92  0.038 -0.014  0.001
   27   28 -54.21  -4.84  0.011  0.000  0.000
   27   29 -55.82  -4.26  0.033  0.000 -0.003
   27   30 -59.13  -3.74  0.040  0.000 -0.006
   27   31 -59.74  -3.27  0.036 -0.011  0.000
   27   32 -61.92  -2.76  0.011 -0.001 -0.001
   27   33 -61.30  -2.08  0.031  0.001 -0.002
   27   34 -62.40  -1.54  0.040  0.000 -0.006
   27   35 -61.09  -1.10  0.046 -0.018  0.000
   27   36 -61.50  -0.84  0.046 -0.019  0.000
   27   37 -59.67  -0.74  0.045 -0.019  0.000
   27   38 -59.50  -0.79  0.043 -0.018  0.000
   27   39 -57.07  -0.89  0.035 -0.013  0.002
   27   40 -56.14  -1.01  0.008  0.000  0.000
   27   41 -52.86  -0.99  0.027  0.001 -0.003
   27   42 -51.19  -1.13  0.039 -0.003 -0.006
   27   43 -47.45  -1.35  0.040 -0.016  0.000
   27   44 -45.33  -1.74  0.045 -0.021  0.002
   27   45 -41.22  -2.23  0.044 -0.020  0.002
   27   46 -38.70  -2.88  0.043 -0.020  0.001
   27   47 -34.31  -3.69  0.042 -0.019  0.001
   27   48 -31.47  -4.64  0.042 -0.019  0.001
   27   49 -26.59  -5.51  0.024 -0.011  0.000
   27   50 -23.26  -6.55  0.006  0.000  0.000
   27   51 -16.38  -5.94  0.022  0.000 -0.004
   27   52 -10.91  -5.37  0.034  0.000 -0.004
   27   53  -3.63  -4.85  0.036 -0.002  0.000
   27   54   2.26  -4.37  0.038 -0.015  0.000
   27   55   9.93  -3.92  0.038 -0.014  0.001
   27   56  16.23  -3.50  0.035 -0.012  0.000
   27   57  24.30  -3.09  0.020 -0.001 -0.005
   27   58  31.08  -2.63  0.006  0.000  0.000
   27   59  40.58  -1.19  0.020  0.014  0.000
   27   60  48.30  -0.21  0.035  0.005 -0.009
   27   61  57.48   0.52  0.043 -0.001 -0.012
   27   62  65.41   1.31  0.049 -0.012 -0.004
   27   63  74.74   1.84  0.049 -0.019  0.000
   27   64  82.42   2.00  0.167  0.021 -0.002
   27   65  91.55   1.98  0.173  0.013 -0.006
   27   66  99.34   1.90  0.179  0.001 -0.013
   27   67 108.74   1.84  0.179 -0.006 -0.018
   27   68 116.88   1.77  0.179 -0.018 -0.017
   27   69 126.58   1.69  0.169 -0.018 -0.019
   27   70 135.02   1.61  0.164 -0.026 -0.017
   27   71 144.94   1.46  0.156 -0.034 -0.013
   27   72 153.59   1.29  0.142 -0.031 -0.012
   27   73 163.74   1.09  0.133 -0.039 -0.004
   27   74 172.58   0.83  0.124 -0.045 -0.002
   27   75 182.98   0.61  0.112 -0.047  0.001
   27   76 191.80   0.06  0.092 -0.035  0.000
   28   19  31.10  -3.77  0.011  0.000  0.000
   28   20  15.85  -4.63  0.011 -0.001  0.000
   28   21   6.94  -3.71  0.011  0.000  0.000
   28   22  -4.89  -3.12  0.011  0.000  0.000
   28   23 -12.68  -2.86  0.011  0.000  0.000
   28   24 -23.33  -2.89  0.011  0.000  0.000
   28   25 -30.14  -3.23  0.011  0.000  0.000
   28   26 -39.76  -3.87  0.011  0.000  0.000
   28   27 -45.66  -4.74  0.011  0.000  0.000
   28   28 -54.32  -5.91  0.011 -0.001  0.000
   28   29 -56.07  -5.18  0.011  0.000  0.000
   28   30 -60.37  -4.53  0.012 -0.001  0.000
   28   31 -61.30  -4.10  0.011  0.000  0.000
   28   32 -64.71  -3.74  0.011 -0.001 -0.001
   28   33 -64.23  -2.93  0.011  0.000  0.000
   28   34 -66.28  -2.30  0.012 -0.001  0.000
   28   35 -65.24  -1.88  0.011 -0.001  0.000
   28   36 -66.69  -1.64  0.011 -0.001 -0.004
   28   37 -65.13  -1.58  0.011 -0.001 -0.004
   28   38 -66.02  -1.70  0.011 -0.001 -0.003
   28   39 -63.97  -1.95  0.012  0.000 -0.002
   28   40 -64.16  -2.23  0.008  0.000  0.000
   28   41 -60.99  -2.12  0.014  0.000 -0.004
   28   42 -60.12  -2.12  0.014  0.000 -0.003
   28   43 -56.54  -2.31  0.014  0.000 -0.003
   28   44 -55.30  -2.67  0.014  0.000 -0.004
   28   45 -51.42  -3.20  0.014  0.000 -0.004
   28   46 -49.80  -3.87  0.014  0.000 -0.004
   28   47 -45.61  -4.70  0.014  0.000 -0.004
   28   48 -43.64  -5.67  0.014  0.000 -0.004
   28   49 -39.18  -6.79  0.013 -0.001 -0.003
   28   50 -36.83  -7.97  0.006  0.000  0.000
   28   51 -29.96  -7.21  0.011  0.000  0.000
   28   52 -25.14  -6.48  0.014  0.000 -0.003
   28   53 -17.86  -5.82  0.012  0.000 -0.001
   28   54 -12.69  -5.27  0.014  0.000 -0.003
   28   55  -5.13  -4.78  0.012  0.000 -0.001
   28   56   0.44  -4.33  0.006  0.000  0.000
   28   57   8.47  -3.81  0.012 -0.001  0.000
   28   58  14.62  -3.24  0.005  0.000  0.000
   28   59  23.94  -1.85  0.013  0.002 -0.005
   28   60  31.13  -0.68  0.013  0.001 -0.005
   28   61  40.33   0.21  0.013 -0.001 -0.003
   28   62  47.39   0.83  0.014  0.000 -0.003
   28   63  56.58   1.34  0.012  0.000 -0.001
   28   64  63.82   1.75  0.012  0.000 -0.001
   28   65  73.18   2.08  0.013  0.000 -0.002
   28   66  80.38   2.09  0.175  0.003 -0.011
   28   67  89.71   2.05  0.177 -0.006 -0.016
   28   68  97.18   1.98  0.173 -0.012 -0.018
   28   69 106.77   1.89  0.167 -0.016 -0.019
   28   70 114.56   1.80  0.159 -0.023 -0.014
   28   71 124.40   1.67  0.151 -0.029 -0.012
   28   72 132.45   1.53  0.139 -0.028 -0.012
   28   73 142.52   1.34  0.129 -0.035 -0.006
   28   74 150.78   1.11  0.122 -0.041 -0.004
   28   75 160.97   0.78  0.012 -0.001 -0.001
   28   76 168.95  -0.02  0.012  0.000 -0.001
   28   77 178.87  -0.89  0.012  0.000 -0.001
   28   78 186.97  -1.82  0.012  0.000 -0.001
   28   79 197.01  -2.81  0.012  0.000 -0.001
   29   19  43.73  -3.42  0.036  0.000 -0.004
   29   20  28.12  -4.29  0.011 -0.001  0.000
   29   21  17.87  -3.54  0.037  0.014  0.000
   29   22   5.72  -2.96  0.037  0.015  0.000
   29   23  -3.19  -2.65  0.037  0.015 -0.001
   29   24 -14.11  -2.64  0.037  0.015  0.000
   29   25 -21.98  -2.91  0.036  0.014  0.000
   29   26 -31.83  -3.46  0.036  0.013  0.000
   29   27 -38.74  -4.25  0.033  0.000 -0.003
   29   28 -47.49  -5.21  0.011 -0.001  0.000
   29   29 -51.18  -4.50  0.034  0.011 -0.001
   29   30 -56.12  -3.82  0.034  0.011 -0.002
   29   31 -57.95  -3.23  0.031  0.000 -0.001
   29   32 -61.49  -2.73  0.011 -0.001 -0.001
   29   33 -62.18  -2.07  0.037  0.015  0.002
   29   34 -64.54  -1.48  0.041  0.012 -0.001
   29   35 -64.48  -1.04  0.041  0.012 -0.001
   29   36 -66.18  -0.80  0.041  0.012 -0.001
   29   37 -65.58  -0.72  0.039  0.014 -0.001
   29   38 -66.65  -0.78  0.033  0.000 -0.003
   29   39 -65.44  -0.93  0.026  0.000 -0.002
   29   40 -65.80  -1.14  0.008  0.000  0.000
   29   41 -63.67  -1.15  0.034  0.013  0.000
