#Utama, Raditya, and Jorge Piekarewicz. "Refining mass formulas for astrophysical applications: A Bayesian neural network approach." Physical Review C 96.4 (2017): 044308.
#DZ10
#   BNN-Refined Duflo-Zuker Model (6931 nuclei)                     
#   -------------------------------------------                     
#    Z    N         B(MeV)              S1n(MeV)            S2n(MeV)
   43   37    616.928 0.137D+01    16.498 0.152D-01    35.648 0.310D-01
   43   38    635.186 0.126D+01    18.258 0.147D-01    34.756 0.297D-01
   43   39    650.726 0.114D+01    15.540 0.148D-01    33.797 0.293D-01
   43   40    668.302 0.101D+01    17.575 0.151D-01    33.115 0.296D-01
   43   41    682.307 0.889D+00    14.004 0.156D-01    31.579 0.305D-01
   43   42    698.558 0.764D+00    16.250 0.163D-01    30.254 0.317D-01
   43   43    711.954 0.644D+00    13.394 0.171D-01    29.644 0.332D-01
   43   44    726.565 0.540D+00    14.610 0.181D-01    28.004 0.351D-01
   43   45    738.155 0.479D+00    11.588 0.188D-01    26.198 0.368D-01
   43   46    752.074 0.480D+00    13.917 0.183D-01    25.505 0.369D-01
   43   47    763.405 0.516D+00    11.329 0.158D-01    25.247 0.338D-01
   43   48    776.946 0.539D+00    13.540 0.120D-01    24.870 0.271D-01
   43   49    787.750 0.523D+00    10.805 0.105D-01    24.345 0.209D-01
   43   50    800.644 0.479D+00    12.896 0.125D-01    23.700 0.220D-01
   43   51    809.183 0.439D+00     8.540 0.138D-01    21.436 0.259D-01
   43   52    819.406 0.420D+00    10.226 0.127D-01    18.767 0.262D-01
   43   53    827.255 0.416D+00     7.851 0.105D-01    18.077 0.229D-01
   43   54    836.739 0.412D+00     9.486 0.856D-02    17.337 0.186D-01
   43   55    844.031 0.401D+00     7.293 0.762D-02    16.779 0.157D-01
   43   56    852.919 0.383D+00     8.890 0.770D-02    16.183 0.149D-01
   43   57    859.768 0.362D+00     6.849 0.840D-02    15.739 0.158D-01
   43   58    868.172 0.347D+00     8.405 0.928D-02    15.254 0.174D-01
   43   59    874.442 0.341D+00     6.270 0.100D-01    14.675 0.191D-01
   43   60    882.383 0.348D+00     7.941 0.105D-01    14.212 0.203D-01
   43   61    888.476 0.365D+00     6.092 0.107D-01    14.033 0.210D-01
   43   62    895.958 0.387D+00     7.481 0.109D-01    13.574 0.214D-01
   43   63    901.666 0.413D+00     5.707 0.112D-01    13.188 0.218D-01
   43   64    908.675 0.439D+00     7.008 0.116D-01    12.714 0.225D-01
   43   65    913.971 0.468D+00     5.295 0.119D-01    12.303 0.232D-01
   43   66    920.465 0.498D+00     6.492 0.120D-01    11.788 0.236D-01
   43   67    925.319 0.525D+00     4.853 0.117D-01    11.346 0.234D-01
   43   68    931.304 0.546D+00     5.984 0.111D-01    10.837 0.224D-01
   43   69    935.744 0.554D+00     4.440 0.108D-01    10.423 0.214D-01
   43   70    941.521 0.545D+00     5.777 0.114D-01    10.216 0.216D-01
   43   71    945.380 0.522D+00     3.860 0.130D-01     9.637 0.238D-01
   43   72    950.440 0.495D+00     5.061 0.151D-01     8.921 0.277D-01
   43   73    954.028 0.482D+00     3.589 0.173D-01     8.650 0.322D-01
   43   74    958.798 0.504D+00     4.773 0.193D-01     8.362 0.364D-01
   43   75    962.384 0.569D+00     3.588 0.211D-01     8.361 0.401D-01
   43   76    967.104 0.677D+00     4.722 0.231D-01     8.310 0.439D-01
   43   77    970.532 0.818D+00     3.430 0.257D-01     8.152 0.486D-01
   43   78    975.050 0.990D+00     4.520 0.291D-01     7.950 0.545D-01
   43   79    978.520 0.119D+01     3.471 0.330D-01     7.991 0.619D-01
   43   80    983.019 0.142D+01     4.500 0.374D-01     7.971 0.702D-01
   43   81    986.366 0.169D+01     3.348 0.417D-01     7.848 0.789D-01
   43   82    990.699 0.198D+01     4.333 0.456D-01     7.680 0.872D-01
   43   83    991.983 0.230D+01     1.284 0.486D-01     5.617 0.942D-01
   43   84    994.014 0.264D+01     2.031 0.503D-01     3.315 0.989D-01
   43   85    995.087 0.297D+01     1.072 0.503D-01     3.103 0.101D+00
   43   86    996.863 0.329D+01     1.775 0.484D-01     2.847 0.986D-01
   43   87    997.722 0.359D+01     0.858 0.449D-01     2.633 0.932D-01
   43   88    999.203 0.383D+01     1.480 0.403D-01     2.338 0.850D-01
   43   89    999.815 0.403D+01     0.610 0.357D-01     2.091 0.755D-01
   43   90   1000.985 0.417D+01     1.169 0.321D-01     1.779 0.671D-01
   43   91   1001.304 0.426D+01     0.317 0.304D-01     1.486 0.617D-01
   43   92   1002.132 0.430D+01     0.826 0.307D-01     1.143 0.605D-01
   43   93   1002.144 0.431D+01     0.010 0.322D-01     0.836 0.624D-01
   43   94   1002.607 0.429D+01     0.460 0.339D-01     0.470 0.657D-01
   43   95   1002.310 0.425D+01    -0.300 0.357D-01     0.161 0.692D-01
   43   96   1002.415 0.421D+01     0.102 0.373D-01    -0.197 0.726D-01
   43   97   1001.815 0.417D+01    -0.602 0.392D-01    -0.500 0.762D-01
   43   98   1001.595 0.414D+01    -0.222 0.415D-01    -0.824 0.803D-01
   43   99   1000.711 0.413D+01    -0.886 0.440D-01    -1.108 0.852D-01
   43  100   1000.188 0.414D+01    -0.525 0.467D-01    -1.411 0.905D-01
   43  101    999.060 0.418D+01    -1.129 0.491D-01    -1.654 0.956D-01
   43  102    998.253 0.424D+01    -0.809 0.508D-01    -1.938 0.998D-01
   43  103    996.889 0.433D+01    -1.364 0.517D-01    -2.173 0.102D+00
   43  104    995.832 0.443D+01    -1.058 0.517D-01    -2.422 0.103D+00
   43  105    994.254 0.454D+01    -1.579 0.508D-01    -2.636 0.102D+00
   43  106    992.946 0.466D+01    -1.309 0.494D-01    -2.888 0.100D+00
   43  107    991.167 0.477D+01    -1.779 0.478D-01    -3.088 0.970D-01
   43  108    989.609 0.486D+01    -1.559 0.465D-01    -3.338 0.941D-01
   43  109    987.620 0.495D+01    -1.989 0.461D-01    -3.548 0.924D-01
   43  110    985.830 0.501D+01    -1.791 0.470D-01    -3.781 0.928D-01
   43  111    983.626 0.507D+01    -2.204 0.494D-01    -3.996 0.960D-01
   43  112    981.637 0.511D+01    -1.989 0.531D-01    -4.194 0.102D+00
   43  113    979.322 0.516D+01    -2.315 0.580D-01    -4.305 0.111D+00
   43  114    977.290 0.521D+01    -2.033 0.637D-01    -4.349 0.122D+00
   43  115    975.008 0.527D+01    -2.283 0.700D-01    -4.316 0.134D+00
   43  116    972.955 0.536D+01    -2.054 0.764D-01    -4.337 0.146D+00
   43  117    970.539 0.548D+01    -2.416 0.828D-01    -4.470 0.159D+00
   43  118    968.341 0.564D+01    -2.200 0.889D-01    -4.616 0.172D+00
   43  119    965.938 0.584D+01    -2.404 0.945D-01    -4.603 0.183D+00
   43  120    963.700 0.609D+01    -2.239 0.995D-01    -4.643 0.194D+00
   43  121    961.166 0.639D+01    -2.534 0.104D+00    -4.773 0.203D+00
   43  122    958.767 0.673D+01    -2.400 0.107D+00    -4.934 0.210D+00
   44   30    478.150 0.263D+01     0.000 0.000D+00     0.000 0.000D+00
   44   31    498.771 0.246D+01    20.622 0.259D-01     0.000 0.000D+00
   44   32    520.928 0.231D+01    22.157 0.250D-01    42.779 0.508D-01
   44   33    540.139 0.218D+01    19.211 0.236D-01    41.369 0.485D-01
   44   34    561.034 0.206D+01    20.895 0.219D-01    40.107 0.454D-01
   44   35    579.032 0.193D+01    17.999 0.202D-01    38.894 0.419D-01
   44   36    598.844 0.181D+01    19.812 0.187D-01    37.811 0.387D-01
   44   37    615.770 0.168D+01    16.926 0.176D-01    36.738 0.360D-01
   44   38    634.622 0.154D+01    18.852 0.169D-01    35.778 0.342D-01
   44   39    650.612 0.139D+01    15.990 0.168D-01    34.842 0.334D-01
   44   40    668.715 0.124D+01    18.102 0.171D-01    34.092 0.336D-01
   44   41    683.206 0.108D+01    14.490 0.178D-01    32.592 0.347D-01
   44   42    699.944 0.908D+00    16.737 0.189D-01    31.227 0.365D-01
   44   43    713.840 0.739D+00    13.894 0.202D-01    30.631 0.389D-01
   44   44    730.078 0.586D+00    16.236 0.216D-01    30.131 0.416D-01
   44   45    742.123 0.487D+00    12.043 0.222D-01    28.280 0.436D-01
   44   46    756.565 0.474D+00    14.440 0.210D-01    26.483 0.430D-01
   44   47    768.313 0.514D+00    11.746 0.171D-01    26.186 0.378D-01
   44   48    782.388 0.539D+00    14.075 0.123D-01    25.821 0.286D-01
   44   49    793.568 0.525D+00    11.181 0.110D-01    25.255 0.215D-01
   44   50    806.988 0.486D+00    13.421 0.131D-01    24.602 0.232D-01
   44   51    815.824 0.454D+00     8.838 0.139D-01    22.259 0.267D-01
   44   52    826.561 0.436D+00    10.740 0.126D-01    19.578 0.263D-01
   44   53    834.664 0.427D+00     8.104 0.107D-01    18.844 0.229D-01
   44   54    844.692 0.417D+00    10.030 0.928D-02    18.134 0.195D-01
   44   55    852.218 0.403D+00     7.528 0.854D-02    17.558 0.174D-01
   44   56    861.662 0.387D+00     9.445 0.836D-02    16.973 0.165D-01
   44   57    868.725 0.370D+00     7.064 0.869D-02    16.509 0.167D-01
   44   58    877.695 0.359D+00     8.970 0.932D-02    16.034 0.177D-01
   44   59    884.362 0.357D+00     6.667 0.986D-02    15.637 0.190D-01
   44   60    892.892 0.364D+00     8.530 0.101D-01    15.197 0.197D-01
   44   61    898.977 0.375D+00     6.085 0.101D-01    14.615 0.199D-01
   44   62    907.286 0.384D+00     8.309 0.101D-01    14.393 0.199D-01
   44   63    912.956 0.390D+00     5.670 0.106D-01    13.978 0.204D-01
   44   64    920.824 0.397D+00     7.867 0.116D-01    13.537 0.219D-01
   44   65    926.057 0.411D+00     5.232 0.126D-01    13.099 0.239D-01
   44   66    933.454 0.436D+00     7.396 0.131D-01    12.627 0.254D-01
   44   67    938.228 0.472D+00     4.773 0.127D-01    12.168 0.255D-01
   44   68    945.166 0.507D+00     6.938 0.115D-01    11.711 0.239D-01
   44   69    949.472 0.532D+00     4.306 0.100D-01    11.244 0.211D-01
   44   70    955.933 0.537D+00     6.461 0.962D-02    10.767 0.190D-01
   44   71    959.920 0.523D+00     3.988 0.110D-01    10.449 0.200D-01
   44   72    965.696 0.497D+00     5.777 0.134D-01     9.765 0.240D-01
   44   73    969.374 0.474D+00     3.680 0.159D-01     9.457 0.291D-01
   44   74    974.828 0.471D+00     5.456 0.178D-01     9.136 0.335D-01
   44   75    978.430 0.503D+00     3.604 0.193D-01     9.060 0.369D-01
   44   76    983.810 0.575D+00     5.382 0.205D-01     8.986 0.396D-01
   44   77    987.216 0.681D+00     3.407 0.221D-01     8.789 0.424D-01
   44   78    992.372 0.816D+00     5.158 0.243D-01     8.565 0.461D-01
   44   79    995.784 0.978D+00     3.413 0.274D-01     8.571 0.515D-01
   44   80   1000.922 0.117D+01     5.139 0.311D-01     8.552 0.583D-01
   44   81   1004.168 0.139D+01     3.246 0.352D-01     8.385 0.662D-01
   44   82   1009.141 0.163D+01     4.973 0.393D-01     8.219 0.744D-01
   44   83   1010.288 0.191D+01     1.147 0.430D-01     6.120 0.822D-01
   44   84   1012.958 0.221D+01     2.669 0.458D-01     3.816 0.887D-01
   44   85   1013.896 0.252D+01     0.937 0.473D-01     3.606 0.930D-01
   44   86   1016.337 0.283D+01     2.439 0.473D-01     3.376 0.945D-01
   44   87   1017.072 0.313D+01     0.734 0.456D-01     3.173 0.928D-01
   44   88   1019.262 0.341D+01     2.189 0.425D-01     2.923 0.879D-01
   44   89   1019.767 0.364D+01     0.503 0.384D-01     2.692 0.806D-01
   44   90   1021.685 0.382D+01     1.916 0.345D-01     2.420 0.725D-01
   44   91   1021.925 0.396D+01     0.238 0.316D-01     2.155 0.655D-01
   44   92   1023.538 0.405D+01     1.610 0.305D-01     1.848 0.614D-01
   44   93   1023.474 0.409D+01    -0.066 0.308D-01     1.544 0.607D-01
   44   94   1024.749 0.411D+01     1.273 0.321D-01     1.207 0.625D-01
   44   95   1024.380 0.410D+01    -0.371 0.338D-01     0.902 0.655D-01
   44   96   1025.327 0.408D+01     0.945 0.356D-01     0.574 0.690D-01
   44   97   1024.653 0.406D+01    -0.676 0.378D-01     0.269 0.731D-01
   44   98   1025.291 0.405D+01     0.636 0.401D-01    -0.040 0.776D-01
   44   99   1024.326 0.405D+01    -0.967 0.425D-01    -0.331 0.824D-01
   44  100   1024.661 0.406D+01     0.334 0.446D-01    -0.633 0.869D-01
   44  101   1023.442 0.410D+01    -1.220 0.461D-01    -0.886 0.906D-01
   44  102   1023.512 0.415D+01     0.069 0.468D-01    -1.151 0.929D-01
   44  103   1022.045 0.422D+01    -1.468 0.467D-01    -1.399 0.935D-01
   44  104   1021.852 0.430D+01    -0.194 0.458D-01    -1.662 0.924D-01
   44  105   1020.166 0.437D+01    -1.687 0.444D-01    -1.881 0.901D-01
   44  106   1019.726 0.444D+01    -0.440 0.429D-01    -2.127 0.871D-01
   44  107   1017.815 0.451D+01    -1.913 0.417D-01    -2.353 0.843D-01
   44  108   1017.130 0.456D+01    -0.685 0.413D-01    -2.598 0.826D-01
   44  109   1014.992 0.460D+01    -2.139 0.420D-01    -2.824 0.829D-01
   44  110   1014.069 0.463D+01    -0.923 0.441D-01    -3.062 0.858D-01
   44  111   1011.701 0.465D+01    -2.369 0.475D-01    -3.293 0.913D-01
   44  112   1010.575 0.467D+01    -1.126 0.519D-01    -3.495 0.992D-01
   44  113   1008.112 0.469D+01    -2.464 0.572D-01    -3.590 0.109D+00
   44  114   1006.968 0.473D+01    -1.144 0.631D-01    -3.609 0.120D+00
   44  115   1004.494 0.479D+01    -2.475 0.693D-01    -3.619 0.132D+00
   44  116   1003.337 0.488D+01    -1.158 0.755D-01    -3.633 0.145D+00
   44  117   1000.726 0.502D+01    -2.611 0.818D-01    -3.769 0.157D+00
   44  118    999.411 0.520D+01    -1.316 0.878D-01    -3.928 0.170D+00
   44  119    996.790 0.543D+01    -2.622 0.935D-01    -3.938 0.181D+00
   44  120    995.433 0.572D+01    -1.358 0.987D-01    -3.980 0.192D+00
   44  121    992.659 0.605D+01    -2.775 0.103D+00    -4.134 0.202D+00
   44  122    991.137 0.643D+01    -1.522 0.107D+00    -4.298 0.210D+00
   44  123    988.349 0.685D+01    -2.789 0.110D+00    -4.312 0.217D+00
   44  124    986.784 0.729D+01    -1.566 0.112D+00    -4.356 0.221D+00
   45   34    554.889 0.241D+01     0.000 0.000D+00     0.000 0.000D+00
   45   35    573.635 0.230D+01    18.747 0.243D-01     0.000 0.000D+00
   45   36    593.803 0.218D+01    20.169 0.224D-01    38.915 0.465D-01
   45   37    611.424 0.205D+01    17.620 0.207D-01    37.789 0.428D-01
   45   38    630.647 0.191D+01    19.223 0.194D-01    36.844 0.397D-01
   45   39    647.266 0.175D+01    16.618 0.189D-01    35.842 0.379D-01
   45   40    665.764 0.157D+01    18.498 0.192D-01    35.116 0.377D-01
   45   41    680.838 0.137D+01    15.074 0.203D-01    33.572 0.392D-01
   45   42    697.999 0.115D+01    17.160 0.220D-01    32.234 0.419D-01
   45   43    712.440 0.922D+00    14.440 0.239D-01    31.600 0.456D-01
   45   44    729.128 0.703D+00    16.686 0.257D-01    31.126 0.494D-01
   45   45    742.808 0.538D+00    13.678 0.262D-01    30.364 0.517D-01
   45   46    757.739 0.479D+00    14.930 0.240D-01    28.608 0.501D-01
   45   47    769.997 0.501D+00    12.256 0.191D-01    27.186 0.429D-01
   45   48    784.529 0.523D+00    14.531 0.138D-01    26.787 0.320D-01
   45   49    796.218 0.512D+00    11.690 0.127D-01    26.220 0.248D-01
   45   50    810.041 0.487D+00    13.824 0.140D-01    25.514 0.259D-01
   45   51    819.358 0.467D+00     9.319 0.138D-01    23.143 0.275D-01
   45   52    830.439 0.453D+00    11.083 0.121D-01    20.402 0.255D-01
   45   53    839.057 0.439D+00     8.620 0.107D-01    19.703 0.222D-01
   45   54    849.404 0.421D+00    10.348 0.102D-01    18.969 0.204D-01
   45   55    857.450 0.406D+00     8.047 0.995D-02    18.395 0.198D-01
   45   56    867.200 0.394D+00     9.752 0.967D-02    17.798 0.193D-01
   45   57    874.797 0.388D+00     7.598 0.944D-02    17.349 0.188D-01
   45   58    884.026 0.387D+00     9.230 0.941D-02    16.828 0.186D-01
   45   59    891.239 0.390D+00     7.213 0.949D-02    16.442 0.186D-01
   45   60    900.011 0.397D+00     8.773 0.947D-02    15.986 0.187D-01
   45   61    906.668 0.401D+00     6.656 0.938D-02    15.429 0.186D-01
   45   62    914.970 0.400D+00     8.301 0.952D-02    14.958 0.186D-01
   45   63    921.426 0.393D+00     6.455 0.102D-01    14.756 0.194D-01
   45   64    929.265 0.384D+00     7.838 0.114D-01    14.293 0.213D-01
   45   65    935.327 0.383D+00     6.061 0.126D-01    13.899 0.238D-01
   45   66    942.683 0.398D+00     7.355 0.132D-01    13.416 0.256D-01
   45   67    948.328 0.426D+00     5.644 0.129D-01    13.000 0.259D-01
   45   68    955.200 0.459D+00     6.872 0.116D-01    12.517 0.243D-01
   45   69    960.451 0.484D+00     5.252 0.102D-01    12.124 0.215D-01
   45   70    966.836 0.496D+00     6.385 0.946D-02    11.637 0.191D-01
   45   71    971.529 0.494D+00     4.694 0.103D-01    11.079 0.192D-01
   45   72    977.767 0.484D+00     6.240 0.120D-01    10.934 0.219D-01
   45   73    982.147 0.475D+00     4.381 0.138D-01    10.621 0.256D-01
   45   74    987.755 0.472D+00     5.610 0.153D-01     9.992 0.289D-01
   45   75    992.040 0.482D+00     4.286 0.164D-01     9.896 0.315D-01
   45   76    997.499 0.510D+00     5.460 0.175D-01     9.747 0.338D-01
   45   77   1001.540 0.562D+00     4.043 0.189D-01     9.503 0.362D-01
   45   78   1006.713 0.644D+00     5.174 0.207D-01     9.217 0.394D-01
   45   79   1010.725 0.760D+00     4.012 0.231D-01     9.186 0.436D-01
   45   80   1015.832 0.908D+00     5.107 0.259D-01     9.119 0.487D-01
   45   81   1019.668 0.109D+01     3.837 0.291D-01     8.944 0.548D-01
   45   82   1024.579 0.130D+01     4.910 0.325D-01     8.747 0.614D-01
   45   83   1026.274 0.154D+01     1.695 0.359D-01     6.605 0.682D-01
   45   84   1028.824 0.180D+01     2.549 0.389D-01     4.244 0.747D-01
   45   85   1030.348 0.207D+01     1.522 0.414D-01     4.072 0.802D-01
   45   86   1032.672 0.236D+01     2.323 0.429D-01     3.845 0.842D-01
   45   87   1034.021 0.265D+01     1.348 0.432D-01     3.670 0.860D-01
   45   88   1036.109 0.293D+01     2.087 0.422D-01     3.434 0.853D-01
   45   89   1037.268 0.318D+01     1.157 0.400D-01     3.244 0.821D-01
   45   90   1039.108 0.341D+01     1.838 0.371D-01     2.995 0.769D-01
   45   91   1040.049 0.359D+01     0.939 0.341D-01     2.777 0.708D-01
   45   92   1041.609 0.372D+01     1.559 0.317D-01     2.498 0.653D-01
   45   93   1042.301 0.382D+01     0.690 0.307D-01     2.249 0.619D-01
   45   94   1043.556 0.388D+01     1.254 0.309D-01     1.944 0.611D-01
   45   95   1043.970 0.391D+01     0.412 0.322D-01     1.665 0.628D-01
   45   96   1044.908 0.392D+01     0.937 0.341D-01     1.348 0.660D-01
   45   97   1045.041 0.392D+01     0.131 0.361D-01     1.068 0.699D-01
   45   98   1045.659 0.392D+01     0.616 0.381D-01     0.747 0.740D-01
   45   99   1045.524 0.392D+01    -0.136 0.398D-01     0.480 0.778D-01
   45  100   1045.839 0.393D+01     0.314 0.410D-01     0.178 0.807D-01
   45  101   1045.448 0.395D+01    -0.393 0.416D-01    -0.078 0.826D-01
   45  102   1045.473 0.398D+01     0.024 0.416D-01    -0.369 0.831D-01
   45  103   1044.846 0.402D+01    -0.628 0.409D-01    -0.604 0.824D-01
   45  104   1044.590 0.405D+01    -0.257 0.399D-01    -0.885 0.807D-01
   45  105   1043.735 0.409D+01    -0.856 0.388D-01    -1.113 0.786D-01
   45  106   1043.213 0.412D+01    -0.523 0.379D-01    -1.379 0.766D-01
   45  107   1042.124 0.415D+01    -1.090 0.377D-01    -1.613 0.754D-01
   45  108   1041.339 0.417D+01    -0.787 0.383D-01    -1.876 0.757D-01
   45  109   1040.036 0.418D+01    -1.304 0.400D-01    -2.090 0.780D-01
   45  110   1038.985 0.419D+01    -1.051 0.427D-01    -2.355 0.825D-01
   45  111   1037.447 0.420D+01    -1.540 0.464D-01    -2.591 0.889D-01
   45  112   1036.188 0.422D+01    -1.259 0.508D-01    -2.799 0.970D-01
   45  113   1034.570 0.425D+01    -1.619 0.558D-01    -2.879 0.106D+00
   45  114   1033.300 0.431D+01    -1.271 0.612D-01    -2.890 0.117D+00
   45  115   1031.688 0.439D+01    -1.613 0.668D-01    -2.884 0.128D+00
   45  116   1030.382 0.451D+01    -1.307 0.725D-01    -2.920 0.139D+00
   45  117   1028.621 0.468D+01    -1.761 0.783D-01    -3.068 0.151D+00
   45  118   1027.136 0.489D+01    -1.487 0.839D-01    -3.248 0.162D+00
   45  119   1025.363 0.515D+01    -1.773 0.893D-01    -3.260 0.173D+00
